Objects
200
,,Global Angle bj_c1_bh:bj_c1_bh,,,,,,Global Angle bj_c1_cwm:bj_c1_cwm,,,,,,Global Angle bj_c1_h:bj_c1_h,,,,,,Global Angle bj_c1_p:bj_c1_p,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1944,0,-0.016069,-0.780541,-0.003953,-429.518677,103.205940,1799.163696,0.006297,-0.010617,-0.018439,-367.509277,91.852058,900.259644,-0.017360,0.045671,-0.040594,-413.477936,180.788559,1146.665405,,,,,,
1945,0,-0.016150,-0.780828,-0.003582,-429.542938,103.208900,1799.161255,0.006352,-0.011032,-0.018305,-367.487610,91.854248,900.271606,-0.017274,0.045707,-0.040764,-413.472260,180.792892,1146.661743,,,,,,
1946,0,-0.016004,-0.780770,-0.003551,-429.529022,103.211693,1799.163940,0.006372,-0.010710,-0.018398,-367.510803,91.848824,900.254944,-0.017378,0.045657,-0.040656,-413.476318,180.776688,1146.664062,,,,,,
1947,0,-0.016095,-0.780806,-0.003566,-429.531738,103.211586,1799.162109,0.006343,-0.010808,-0.018506,-367.516083,91.845612,900.254456,-0.017377,0.045700,-0.040429,-413.490997,180.764130,1146.659790,,,,,,
1948,0,-0.016273,-0.780869,-0.003638,-429.524384,103.205826,1799.151733,0.006176,-0.011434,-0.017965,-367.466156,91.819603,900.268799,-0.017666,0.045522,-0.040511,-413.492920,180.786346,1146.653687,,,,,,
1949,0,-0.015668,-0.780335,-0.004479,-429.576691,103.439949,1799.159180,0.006033,-0.010802,-0.017723,-367.477905,91.822021,900.269104,-0.017560,0.045757,-0.040455,-413.468719,180.758713,1146.657715,,,,,,
1950,0,-0.016197,-0.780715,-0.003749,-429.522888,103.206696,1799.159302,0.006292,-0.010953,-0.018231,-367.501617,91.817284,900.265381,-0.017525,0.045662,-0.040394,-413.487366,180.754288,1146.658203,,,,,,
1951,0,-0.016386,-0.780953,-0.003183,-429.533722,103.229355,1799.155884,0.005969,-0.010995,-0.017979,-367.486298,91.807526,900.272766,-0.017777,0.045606,-0.040493,-413.476715,180.758652,1146.655884,,,,,,
1952,0,-0.016476,-0.780932,-0.003377,-429.536438,103.219498,1799.155640,0.006124,-0.011087,-0.017880,-367.470917,91.793724,900.261169,-0.017565,0.045837,-0.040442,-413.481354,180.744598,1146.660645,,,,,,
1953,0,-0.016215,-0.780971,-0.003529,-429.529510,103.203926,1799.160156,0.007369,-0.007968,-0.021095,-367.799225,91.904045,900.207825,-0.017313,0.045618,-0.040246,-413.491638,180.734787,1146.662354,,,,,,
1954,0,-0.016120,-0.780835,-0.003688,-429.527344,103.212593,1799.159302,0.006180,-0.010870,-0.018263,-367.512482,91.797409,900.272888,-0.017656,0.045624,-0.040366,-413.491364,180.744217,1146.658203,,,,,,
1955,0,-0.016103,-0.780814,-0.003464,-429.527771,103.210205,1799.163086,0.006243,-0.010996,-0.018030,-367.483948,91.793419,900.263428,-0.017626,0.045514,-0.040362,-413.505524,180.741348,1146.648071,,,,,,
1956,0,-0.015798,-0.780402,-0.004461,-429.579651,103.443512,1799.164062,0.006321,-0.011289,-0.017922,-367.483917,91.786415,900.264526,-0.017413,0.045791,-0.040448,-413.493011,180.728363,1146.657715,,,,,,
1957,0,-0.016315,-0.780796,-0.003726,-429.519104,103.210892,1799.156372,0.006047,-0.011280,-0.017535,-367.454987,91.766838,900.283630,-0.017486,0.045794,-0.040350,-413.508118,180.734283,1146.673706,,,,,,
1958,0,-0.016286,-0.780635,-0.003701,-429.533295,103.211227,1799.155884,0.005962,-0.011244,-0.017659,-367.471405,91.769142,900.279541,-0.017414,0.045669,-0.040330,-413.510010,180.728790,1146.663208,,,,,,
1959,0,-0.015874,-0.780335,-0.004339,-429.567291,103.439491,1799.159302,0.006174,-0.011061,-0.017822,-367.487640,91.759933,900.265686,-0.017560,0.045710,-0.040205,-413.507935,180.709091,1146.660889,,,,,,
1960,0,-0.015655,-0.780189,-0.004561,-429.579987,103.433640,1799.160522,0.006230,-0.011085,-0.018022,-367.494568,91.764900,900.273560,-0.017503,0.045865,-0.040384,-413.501984,180.710052,1146.660645,,,,,,
1961,0,-0.016031,-0.780618,-0.003717,-429.529816,103.216293,1799.159424,0.005930,-0.011176,-0.017494,-367.472321,91.748207,900.276855,-0.017391,0.045727,-0.040188,-413.520599,180.701431,1146.662354,,,,,,
1962,0,-0.015617,-0.780171,-0.004768,-429.573730,103.439743,1799.165405,0.006126,-0.010995,-0.017722,-367.484222,91.762032,900.285034,-0.017672,0.045639,-0.040202,-413.517181,180.696045,1146.649414,,,,,,
1963,0,-0.016415,-0.780712,-0.003552,-429.530914,103.212914,1799.155273,0.006179,-0.010753,-0.017575,-367.506683,91.748734,900.270752,-0.017633,0.045801,-0.040124,-413.521454,180.695526,1146.662842,,,,,,
1964,0,-0.015899,-0.780285,-0.004731,-429.570068,103.431801,1799.160034,0.006290,-0.011480,-0.017581,-367.465363,91.729561,900.267273,-0.017514,0.045422,-0.040044,-413.537018,180.690445,1146.644531,,,,,,
1965,0,-0.015739,-0.780435,-0.004871,-429.579926,103.441399,1799.167358,0.005982,-0.011104,-0.017283,-367.486359,91.729561,900.275452,-0.017695,0.045695,-0.039997,-413.527557,180.673050,1146.655640,,,,,,
1966,0,-0.016162,-0.780707,-0.003683,-429.542053,103.221176,1799.160767,0.005758,-0.011045,-0.017118,-367.479248,91.708817,900.283081,-0.017680,0.045733,-0.040194,-413.526733,180.679626,1146.656738,,,,,,
1967,0,-0.015671,-0.780322,-0.004528,-429.593658,103.444542,1799.162964,0.006028,-0.011354,-0.017286,-367.469147,91.709122,900.275330,-0.017502,0.045759,-0.039945,-413.525604,180.661942,1146.647705,,,,,,
1968,0,-0.015540,-0.780429,-0.004332,-429.591675,103.451080,1799.168701,0.006030,-0.010825,-0.017408,-367.494354,91.718597,900.281616,-0.017534,0.045743,-0.039947,-413.542511,180.664078,1146.666016,,,,,,
1969,0,-0.016221,-0.780622,-0.003732,-429.528290,103.210739,1799.156738,0.005830,-0.011352,-0.017337,-367.480164,91.684006,900.274292,-0.017744,0.045647,-0.040056,-413.544647,180.669052,1146.651489,,,,,,
1970,0,-0.015652,-0.780319,-0.004421,-429.594421,103.429787,1799.168945,0.006129,-0.011351,-0.017212,-367.470276,91.690857,900.269897,-0.017699,0.045779,-0.039940,-413.538971,180.655441,1146.662109,,,,,,
1971,0,-0.015871,-0.780190,-0.004580,-429.586243,103.435356,1799.163940,0.006186,-0.010914,-0.017446,-367.504120,91.704521,900.277466,-0.017637,0.045784,-0.040032,-413.549652,180.654327,1146.660034,,,,,,
1972,0,-0.015812,-0.780552,-0.004430,-429.578217,103.441315,1799.163574,0.006068,-0.010875,-0.017146,-367.508179,91.694336,900.268372,-0.017675,0.045761,-0.039604,-413.548126,180.630508,1146.657715,,,,,,
1973,0,-0.016193,-0.780788,-0.003568,-429.537140,103.214340,1799.155273,0.005999,-0.011356,-0.017323,-367.486176,91.680725,900.280212,-0.017538,0.045684,-0.039622,-413.562195,180.616440,1146.654785,,,,,,
1974,0,-0.016094,-0.780471,-0.003690,-429.541443,103.203827,1799.154053,0.007413,-0.007926,-0.020246,-367.806488,91.787605,900.197144,-0.017680,0.045736,-0.039717,-413.579346,180.629898,1146.651611,,,,,,
1975,0,-0.016052,-0.780787,-0.003638,-429.534210,103.211205,1799.159790,0.006101,-0.011200,-0.017223,-367.487885,91.677315,900.273376,-0.017683,0.045788,-0.039843,-413.559845,180.627502,1146.661865,,,,,,
1976,0,-0.016304,-0.780612,-0.003810,-429.525391,103.218132,1799.159058,0.005941,-0.011075,-0.016808,-367.463379,91.665901,900.281494,-0.017545,0.045907,-0.039680,-413.567963,180.608551,1146.664551,,,,,,
1977,0,-0.016069,-0.780763,-0.003374,-429.532867,103.205231,1799.159302,0.005966,-0.011498,-0.017106,-367.476379,91.662727,900.272888,-0.017725,0.045812,-0.039885,-413.572174,180.614014,1146.652954,,,,,,
1978,0,-0.016033,-0.780756,-0.003928,-429.530792,103.211113,1799.165283,0.007166,-0.007851,-0.020072,-367.797943,91.755424,900.210266,-0.017696,0.045855,-0.039675,-413.571716,180.600204,1146.656250,,,,,,
1979,0,-0.016255,-0.780752,-0.003538,-429.526520,103.207413,1799.153687,0.007339,-0.007712,-0.020393,-367.816711,91.762085,900.228943,-0.017643,0.045859,-0.039759,-413.575836,180.613831,1146.660278,,,,,,
1980,0,-0.016348,-0.780753,-0.003217,-429.539703,103.214378,1799.161255,0.007420,-0.008000,-0.020303,-367.821167,91.756096,900.204529,-0.017881,0.045761,-0.039404,-413.586517,180.584534,1146.644775,,,,,,
1981,0,-0.016127,-0.780803,-0.003361,-429.530914,103.204399,1799.156006,0.005957,-0.011466,-0.016796,-367.478577,91.639740,900.273376,-0.017635,0.045844,-0.039560,-413.598083,180.590103,1146.654175,,,,,,
1982,0,-0.016279,-0.781086,-0.003631,-429.529877,103.204460,1799.149292,0.005999,-0.011242,-0.017096,-367.495239,91.622093,900.274597,-0.017733,0.045765,-0.039598,-413.591370,180.592224,1146.657959,,,,,,
1983,0,-0.016195,-0.780589,-0.003636,-429.538544,103.205963,1799.162109,0.006282,-0.011185,-0.016906,-367.492371,91.630569,900.268555,-0.017770,0.045986,-0.039338,-413.578735,180.567230,1146.665283,,,,,,
1984,0,-0.016227,-0.780632,-0.003360,-429.532379,103.209732,1799.151245,0.007343,-0.007946,-0.020052,-367.823944,91.734306,900.219238,-0.017903,0.045851,-0.039492,-413.587341,180.579010,1146.648682,,,,,,
1985,0,-0.016059,-0.780591,-0.003482,-429.533508,103.216408,1799.158569,0.007213,-0.007601,-0.020057,-367.833099,91.724556,900.206604,-0.017579,0.045922,-0.039488,-413.600403,180.575455,1146.660645,,,,,,
1986,0,-0.016137,-0.780626,-0.003700,-429.531738,103.203629,1799.156250,0.007616,-0.007831,-0.020382,-367.828857,91.732231,900.204834,-0.017719,0.045868,-0.039312,-413.600433,180.569229,1146.662598,,,,,,
1987,0,-0.016011,-0.780517,-0.003754,-429.521545,103.203102,1799.159912,0.007444,-0.007873,-0.020217,-367.838776,91.732185,900.196594,-0.017928,0.045663,-0.039197,-413.615540,180.573318,1146.651001,,,,,,
1988,0,-0.016048,-0.780593,-0.003890,-429.517365,103.214905,1799.163330,0.007488,-0.007676,-0.020194,-367.844055,91.716194,900.204773,-0.017928,0.045799,-0.039213,-413.614105,180.554596,1146.645996,,,,,,
1989,0,-0.016192,-0.780703,-0.003598,-429.532288,103.216423,1799.157471,0.007196,-0.007722,-0.019735,-367.822510,91.711731,900.212524,-0.017891,0.045889,-0.039494,-413.602325,180.574921,1146.656860,,,,,,
1990,0,-0.016130,-0.780533,-0.003646,-429.533539,103.216972,1799.156372,0.007248,-0.007820,-0.019332,-367.808441,91.709541,900.217896,-0.017762,0.045857,-0.039205,-413.600311,180.551056,1146.658569,,,,,,
1991,0,-0.016071,-0.780570,-0.003520,-429.529358,103.208298,1799.160156,0.007362,-0.007979,-0.019528,-367.799805,91.706322,900.219299,-0.017794,0.045722,-0.038998,-413.627014,180.547607,1146.651489,,,,,,
1992,0,-0.015761,-0.780512,-0.004625,-429.577301,103.444435,1799.159912,0.007320,-0.007709,-0.019776,-367.836334,91.695747,900.212891,-0.017827,0.046047,-0.039288,-413.612030,180.553345,1146.666504,,,,,,
1993,0,-0.016226,-0.780832,-0.003525,-429.531342,103.213562,1799.157349,0.006009,-0.011327,-0.016404,-367.478210,91.579651,900.289368,-0.017951,0.045765,-0.039003,-413.621307,180.545914,1146.651367,,,,,,
1994,0,-0.016230,-0.780696,-0.003766,-429.524170,103.217575,1799.152466,0.007160,-0.007693,-0.019345,-367.811890,91.686653,900.233948,-0.017785,0.045909,-0.038931,-413.633270,180.526855,1146.662109,,,,,,
1995,0,-0.015636,-0.780544,-0.004513,-429.580536,103.435181,1799.166504,0.005858,-0.010830,-0.016179,-367.479736,91.565567,900.290161,-0.018022,0.045934,-0.038837,-413.630981,180.533615,1146.666260,,,,,,
1996,0,-0.015593,-0.780431,-0.004828,-429.583405,103.435165,1799.166382,0.007173,-0.007692,-0.019419,-367.814758,91.684013,900.216736,-0.017924,0.045818,-0.038877,-413.631775,180.521759,1146.658813,,,,,,
1997,0,-0.016123,-0.780573,-0.003422,-429.534607,103.216415,1799.155884,0.007303,-0.007964,-0.019421,-367.799286,91.675018,900.217224,-0.017751,0.046207,-0.038980,-413.625641,180.528748,1146.672729,,,,,,
1998,0,-0.016177,-0.780716,-0.003874,-429.524139,103.213036,1799.155640,0.007398,-0.007609,-0.019604,-367.822784,91.678391,900.220032,-0.018051,0.045905,-0.038816,-413.644043,180.523132,1146.649658,,,,,,
1999,0,-0.016228,-0.780826,-0.003316,-429.536316,103.213387,1799.150513,0.007252,-0.007997,-0.019286,-367.803162,91.676979,900.226746,-0.017961,0.045730,-0.038559,-413.651947,180.505768,1146.649658,,,,,,
2000,0,-0.016289,-0.780782,-0.003661,-429.525818,103.211067,1799.163086,0.007410,-0.007596,-0.019770,-367.829590,91.662354,900.219421,-0.017933,0.045865,-0.038767,-413.646606,180.521271,1146.659424,,,,,,
2001,0,-0.016354,-0.780926,-0.003252,-429.530640,103.209564,1799.147949,0.007272,-0.007860,-0.019319,-367.807404,91.661278,900.217712,-0.018026,0.045910,-0.038527,-413.653717,180.498322,1146.654297,,,,,,
2002,0,-0.015572,-0.780072,-0.004543,-429.574036,103.440948,1799.171509,0.005894,-0.010565,-0.016073,-367.508240,91.538986,900.285034,-0.017967,0.045880,-0.038659,-413.661469,180.497803,1146.645874,,,,,,
2003,0,-0.016105,-0.780660,-0.003689,-429.524597,103.210281,1799.157593,0.005823,-0.011632,-0.016026,-367.463715,91.530609,900.287659,-0.018042,0.045969,-0.038458,-413.659088,180.487518,1146.654785,,,,,,
2004,0,-0.015653,-0.780395,-0.004799,-429.580505,103.445404,1799.171387,0.007021,-0.007874,-0.019174,-367.811279,91.632988,900.225342,-0.017953,0.045850,-0.038425,-413.668030,180.494522,1146.653931,,,,,,
2005,0,-0.016348,-0.780799,-0.003512,-429.529205,103.214920,1799.155273,0.007344,-0.007815,-0.019343,-367.829041,91.648186,900.216370,-0.018107,0.045849,-0.038597,-413.673035,180.492966,1146.648438,,,,,,
2006,0,-0.016182,-0.780714,-0.003556,-429.531250,103.212738,1799.156738,0.007304,-0.007795,-0.019396,-367.810974,91.639679,900.224304,-0.018163,0.045804,-0.038445,-413.665344,180.494644,1146.649414,,,,,,
2007,0,-0.016139,-0.780649,-0.003590,-429.528046,103.211250,1799.163818,0.007212,-0.007962,-0.019105,-367.820831,91.647247,900.221008,-0.017954,0.045751,-0.038275,-413.683533,180.478622,1146.649048,,,,,,
2008,0,-0.015709,-0.780395,-0.004690,-429.571686,103.442764,1799.164429,0.005649,-0.011112,-0.015446,-367.473572,91.507713,900.296936,-0.017973,0.045808,-0.038322,-413.685394,180.471359,1146.649048,,,,,,
2009,0,-0.016192,-0.780609,-0.003585,-429.530487,103.205383,1799.154541,0.007010,-0.007871,-0.019003,-367.823914,91.622375,900.231934,-0.018145,0.045878,-0.038378,-413.667419,180.477615,1146.656860,,,,,,
2010,0,-0.016458,-0.780772,-0.003341,-429.521698,103.217789,1799.154419,0.006065,-0.011208,-0.016005,-367.483093,91.512375,900.288208,-0.018065,0.045814,-0.038233,-413.694489,180.474030,1146.651855,,,,,,
2011,0,-0.016096,-0.780614,-0.003540,-429.525330,103.211121,1799.158569,0.007216,-0.008023,-0.018849,-367.798706,91.616119,900.229248,-0.017876,0.045872,-0.038395,-413.698792,180.474609,1146.659546,,,,,,
2012,0,-0.016082,-0.780606,-0.003554,-429.538910,103.218880,1799.159546,0.007402,-0.007885,-0.019180,-367.826721,91.617538,900.207275,-0.018184,0.046025,-0.038194,-413.691681,180.466949,1146.658325,,,,,,
2013,0,-0.015919,-0.780338,-0.004286,-429.588531,103.436676,1799.157104,0.005827,-0.010870,-0.015772,-367.496704,91.492783,900.278931,-0.018124,0.045960,-0.038125,-413.695892,180.451340,1146.654175,,,,,,
2014,0,-0.016169,-0.780819,-0.003462,-429.540955,103.209541,1799.154175,0.005924,-0.011297,-0.015426,-367.467316,91.498413,900.289734,-0.017964,0.045941,-0.038179,-413.701721,180.453705,1146.654785,,,,,,
2015,0,-0.016396,-0.780808,-0.003294,-429.532806,103.206215,1799.149658,0.005905,-0.011181,-0.015375,-367.475067,91.513443,900.300964,-0.018212,0.045862,-0.037918,-413.703796,180.442688,1146.647095,,,,,,
2016,0,-0.015856,-0.780394,-0.004305,-429.585724,103.440201,1799.165405,0.005937,-0.011303,-0.015462,-367.478912,91.495430,900.294006,-0.018170,0.045856,-0.037955,-413.711121,180.450729,1146.647583,,,,,,
2017,0,-0.016297,-0.780613,-0.003420,-429.536194,103.202309,1799.149902,0.005725,-0.011271,-0.015283,-367.474426,91.485565,900.292725,-0.018276,0.046025,-0.037914,-413.710114,180.439957,1146.653198,,,,,,
2018,0,-0.016063,-0.780778,-0.003748,-429.533142,103.213852,1799.169312,0.005998,-0.011358,-0.015386,-367.481354,91.499504,900.280579,-0.018122,0.046052,-0.038143,-413.708130,180.443253,1146.654175,,,,,,
2019,0,-0.015758,-0.780461,-0.004304,-429.585327,103.440613,1799.161255,0.007198,-0.007538,-0.018473,-367.817017,91.616081,900.230286,-0.018274,0.045669,-0.037810,-413.718231,180.436096,1146.641724,,,,,,
2020,0,-0.015756,-0.780110,-0.004676,-429.583679,103.443489,1799.163330,0.007114,-0.007703,-0.019013,-367.838867,91.595207,900.227966,-0.018198,0.045948,-0.037669,-413.724548,180.433975,1146.656738,,,,,,
2021,0,-0.016025,-0.780724,-0.003525,-429.549286,103.210686,1799.155640,0.007262,-0.007722,-0.018694,-367.819061,91.593178,900.220215,-0.018284,0.045753,-0.037849,-413.731018,180.437805,1146.643066,,,,,,
2022,0,-0.016104,-0.780869,-0.003395,-429.534973,103.209976,1799.159912,0.007012,-0.007923,-0.018487,-367.812134,91.589821,900.224243,-0.018122,0.046065,-0.037921,-413.718109,180.436356,1146.659302,,,,,,
2023,0,-0.015558,-0.780346,-0.004559,-429.585968,103.432922,1799.161987,0.007097,-0.007651,-0.018429,-367.809784,91.591202,900.231812,-0.018057,0.045853,-0.037630,-413.738861,180.429169,1146.660645,,,,,,
2024,0,-0.016208,-0.780931,-0.003714,-429.527191,103.211212,1799.161743,0.007154,-0.007949,-0.018154,-367.791809,91.604713,900.232300,-0.018199,0.045835,-0.037549,-413.747894,180.423752,1146.651611,,,,,,
2025,0,-0.016614,-0.780852,-0.003434,-429.535736,103.208015,1799.137939,0.007053,-0.007806,-0.018264,-367.807983,91.587303,900.229797,-0.018316,0.045741,-0.037548,-413.727875,180.424057,1146.638550,,,,,,
2026,0,-0.016145,-0.780606,-0.003722,-429.514221,103.203735,1799.159912,0.007101,-0.007417,-0.018398,-367.829590,91.591080,900.228943,-0.018113,0.045828,-0.037635,-413.734772,180.433487,1146.643066,,,,,,
2027,0,-0.016386,-0.780804,-0.003320,-429.529694,103.216515,1799.147949,0.005702,-0.010953,-0.015043,-367.475891,91.473137,900.302673,-0.018174,0.045903,-0.037421,-413.730774,180.415161,1146.655640,,,,,,
2028,0,-0.016363,-0.780754,-0.003170,-429.524200,103.208229,1799.153809,0.007273,-0.007847,-0.018065,-367.801361,91.605431,900.219421,-0.018332,0.045986,-0.037457,-413.743134,180.416718,1146.657104,,,,,,
2029,0,-0.015669,-0.780144,-0.004801,-429.584503,103.437798,1799.165527,0.006224,-0.011076,-0.014763,-367.454529,91.497383,900.289185,-0.018095,0.045821,-0.037305,-413.758728,180.404541,1146.649292,,,,,,
2030,0,-0.016178,-0.780813,-0.003388,-429.534943,103.221680,1799.160767,0.005970,-0.011363,-0.014728,-367.455475,91.483917,900.283936,-0.018064,0.045887,-0.037308,-413.749298,180.409485,1146.650146,,,,,,
2031,0,-0.016409,-0.780602,-0.003241,-429.534271,103.212273,1799.144653,0.007210,-0.007941,-0.018057,-367.792969,91.586815,900.218079,-0.018196,0.045974,-0.037235,-413.762848,180.415634,1146.658569,,,,,,
2032,0,-0.016306,-0.780697,-0.003579,-429.524384,103.210541,1799.147095,0.007271,-0.007753,-0.018114,-367.800323,91.608650,900.234253,-0.018050,0.045857,-0.037154,-413.762421,180.406891,1146.654541,,,,,,
2033,0,-0.015589,-0.780386,-0.004624,-429.574036,103.448898,1799.171387,0.007164,-0.007511,-0.017683,-367.810364,91.604584,900.224243,-0.018066,0.045814,-0.037290,-413.762360,180.405807,1146.650024,,,,,,
2034,0,-0.016362,-0.780665,-0.003267,-429.542358,103.224129,1799.149170,0.005809,-0.010954,-0.014529,-367.473663,91.486145,900.292358,-0.018084,0.045968,-0.037288,-413.749268,180.411804,1146.655273,,,,,,
2035,0,-0.016005,-0.781051,-0.003325,-429.526337,103.218697,1799.160400,0.005839,-0.010956,-0.014537,-367.477234,91.486298,900.284546,-0.018079,0.045917,-0.037476,-413.750977,180.419861,1146.653442,,,,,,
2036,0,-0.015482,-0.780244,-0.004745,-429.565857,103.439590,1799.165649,0.005808,-0.010745,-0.014737,-367.480042,91.481201,900.291626,-0.018167,0.046110,-0.037309,-413.757477,180.415024,1146.661377,,,,,,
2037,0,-0.016458,-0.780556,-0.003818,-429.518219,103.215721,1799.147705,0.007087,-0.007403,-0.018050,-367.820709,91.598976,900.232178,-0.017909,0.046000,-0.037046,-413.764923,180.390121,1146.655151,,,,,,
2038,0,-0.016081,-0.780842,-0.003547,-429.527496,103.214516,1799.160156,0.007192,-0.007964,-0.017646,-367.784729,91.594589,900.233032,-0.018198,0.045909,-0.036997,-413.761810,180.393295,1146.651733,,,,,,
2039,0,-0.016384,-0.780863,-0.003623,-429.520721,103.211891,1799.145752,0.007142,-0.007992,-0.017779,-367.781311,91.598915,900.231018,-0.018066,0.045836,-0.037003,-413.773132,180.402145,1146.659912,,,,,,
2040,0,-0.016187,-0.780899,-0.003280,-429.534485,103.215012,1799.152832,0.007234,-0.007865,-0.017422,-367.787842,91.599777,900.219177,-0.018158,0.045656,-0.036808,-413.788269,180.406876,1146.648804,,,,,,
2041,0,-0.015689,-0.780406,-0.004566,-429.578217,103.446167,1799.160645,0.007326,-0.007885,-0.017909,-367.802490,91.611389,900.217407,-0.017927,0.045893,-0.037109,-413.768097,180.401321,1146.654663,,,,,,
2042,0,-0.015651,-0.780012,-0.004585,-429.577728,103.436852,1799.165039,0.007124,-0.007470,-0.017557,-367.807648,91.605995,900.227417,-0.018221,0.045818,-0.036880,-413.768280,180.394577,1146.649292,,,,,,
2043,0,-0.015586,-0.780331,-0.005039,-429.554382,103.438873,1799.166626,0.007086,-0.007724,-0.017573,-367.777740,91.597755,900.224670,-0.018181,0.045815,-0.036810,-413.775574,180.392700,1146.649414,,,,,,
